batch loss acc
0 0.0000 100.00
10 0.0000 100.00
20 0.0000 100.00
30 0.0000 100.00
40 0.0000 100.00
50 0.0000 100.00
60 0.0000 100.00
70 0.0000 100.00
80 0.0000 100.00
90 0.0000 100.00
100 0.0000 100.00
110 0.0000 100.00
120 0.0000 100.00
130 0.0000 100.00
140 0.0000 100.00
150 1.3020 87.50
160 0.9529 68.75
170 0.1473 93.75
180 0.2995 87.50
190 0.0234 100.00
200 0.0141 100.00
210 0.0111 100.00
220 0.0590 100.00
230 0.0145 100.00
240 0.0030 100.00
250 0.0059 100.00
260 0.0114 100.00
270 0.1272 93.75
280 0.0192 100.00
290 0.0007 100.00
300 0.0015 100.00
310 0.0015 100.00
320 0.0022 100.00
330 0.0030 100.00
340 0.0007 100.00
350 0.0604 93.75
360 0.1409 93.75
370 0.0463 100.00
380 0.0152 100.00
390 0.0134 100.00
400 0.0011 100.00
410 0.0020 100.00
420 0.0033 100.00
430 0.0005 100.00
440 0.0015 100.00
450 0.0012 100.00
460 0.0015 100.00
470 0.0002 100.00
480 0.0011 100.00
490 0.0003 100.00
500 0.0007 100.00
510 0.0007 100.00
520 0.0013 100.00
530 0.0007 100.00
