batch loss acc
0 1.3958 12.50
10 1.4215 25.00
20 1.3854 31.25
30 1.3781 31.25
40 1.3573 31.25
50 1.3067 31.25
60 1.0081 50.00
70 0.9685 62.50
80 0.7878 62.50
90 0.7915 62.50
100 0.7690 50.00
110 0.6139 56.25
120 0.4788 68.75
130 0.2963 93.75
140 0.1348 100.00
150 0.0107 100.00
160 0.0191 100.00
170 0.0027 100.00
180 0.0008 100.00
190 0.0047 100.00
200 0.0018 100.00
210 0.0023 100.00
220 0.0010 100.00
230 0.0028 100.00
240 0.0006 100.00
250 0.0007 100.00
260 0.0017 100.00
270 0.0016 100.00
280 0.0018 100.00
290 0.0011 100.00
300 0.0012 100.00
310 0.0002 100.00
320 0.0004 100.00
330 0.0003 100.00
340 0.0002 100.00
350 0.0003 100.00
360 0.0004 100.00
370 0.0004 100.00
380 0.0002 100.00
390 0.0003 100.00
400 0.0011 100.00
410 0.0006 100.00
420 0.0002 100.00
430 0.0005 100.00
440 0.0003 100.00
450 0.0004 100.00
460 0.0002 100.00
470 0.0003 100.00
480 0.0005 100.00
490 0.0002 100.00
500 0.0006 100.00
510 0.0001 100.00
520 0.0002 100.00
530 0.0003 100.00
