batch loss acc
0 1.3831 31.25
10 1.4012 18.75
20 1.3881 18.75
30 1.3593 56.25
40 1.4056 6.25
50 1.3579 37.50
60 1.2918 31.25
70 1.3660 43.75
80 0.6765 56.25
90 0.6564 62.50
100 0.4941 81.25
110 0.3925 81.25
120 0.6244 62.50
130 0.6424 81.25
140 0.5315 68.75
150 0.2150 87.50
160 0.0180 100.00
170 0.0094 100.00
180 0.0066 100.00
190 0.0013 100.00
200 0.0007 100.00
210 0.0011 100.00
220 0.0021 100.00
230 0.0016 100.00
240 0.0004 100.00
250 0.0006 100.00
260 0.0007 100.00
270 0.0010 100.00
280 0.0005 100.00
290 0.0003 100.00
300 0.0005 100.00
310 0.0002 100.00
320 0.0004 100.00
330 0.0006 100.00
340 0.0004 100.00
350 0.0003 100.00
360 0.0004 100.00
370 0.0004 100.00
380 0.0003 100.00
390 0.0006 100.00
400 0.0002 100.00
410 0.0011 100.00
420 0.0005 100.00
430 0.0002 100.00
440 0.0006 100.00
450 0.0002 100.00
460 0.0002 100.00
470 0.0002 100.00
480 0.0002 100.00
490 0.0002 100.00
500 0.0002 100.00
510 0.0001 100.00
520 0.0004 100.00
530 0.0003 100.00
