batch loss acc
0 1.3942 25.00
10 1.4686 31.25
20 1.4108 25.00
30 1.3635 56.25
40 1.3417 37.50
50 1.3174 43.75
60 1.1518 50.00
70 0.7299 81.25
80 0.9522 43.75
90 0.7483 56.25
100 0.6529 62.50
110 0.4481 87.50
120 0.6080 62.50
130 0.3853 87.50
140 0.1063 93.75
150 0.0173 100.00
160 0.0144 100.00
170 0.0146 100.00
180 0.0082 100.00
190 0.0034 100.00
200 0.0008 100.00
210 0.0020 100.00
220 0.0011 100.00
230 0.0007 100.00
240 0.0006 100.00
250 0.0010 100.00
260 0.0024 100.00
270 0.0007 100.00
280 0.0007 100.00
290 0.0004 100.00
300 0.0003 100.00
310 0.0007 100.00
320 0.0005 100.00
330 0.0003 100.00
340 0.0002 100.00
350 0.0004 100.00
360 0.0003 100.00
370 0.0008 100.00
380 0.0004 100.00
390 0.0006 100.00
400 0.0003 100.00
410 0.0003 100.00
420 0.0002 100.00
430 0.0002 100.00
440 0.0002 100.00
450 0.0002 100.00
460 0.0001 100.00
470 0.0001 100.00
480 0.0003 100.00
490 0.0003 100.00
500 0.0001 100.00
510 0.0001 100.00
520 0.0001 100.00
530 0.0001 100.00
