batch loss acc
0 1.3808 37.50
10 1.4595 0.00
20 1.3637 31.25
30 1.3804 18.75
40 1.3722 31.25
50 1.3645 6.25
60 1.2792 18.75
70 0.8801 43.75
80 0.6166 75.00
90 0.8190 75.00
100 0.6378 62.50
110 0.4555 81.25
120 0.6306 68.75
130 0.6405 68.75
140 0.1268 100.00
150 0.0365 100.00
160 0.0148 100.00
170 0.0065 100.00
180 0.0009 100.00
190 0.0017 100.00
200 0.0024 100.00
210 0.0014 100.00
220 0.0030 100.00
230 0.0007 100.00
240 0.0008 100.00
250 0.0023 100.00
260 0.0010 100.00
270 0.0003 100.00
280 0.0003 100.00
290 0.0002 100.00
300 0.0003 100.00
310 0.0008 100.00
320 0.0018 100.00
330 0.0005 100.00
340 0.0018 100.00
350 0.0007 100.00
360 0.0011 100.00
370 0.0008 100.00
380 0.0002 100.00
390 0.0003 100.00
400 0.0002 100.00
410 0.0005 100.00
420 0.0008 100.00
430 0.0003 100.00
440 0.0001 100.00
450 0.0001 100.00
460 0.0001 100.00
470 0.0002 100.00
480 0.0002 100.00
490 0.0005 100.00
500 0.0006 100.00
510 0.0006 100.00
520 0.0002 100.00
530 0.0002 100.00
