batch loss acc
0 1.3696 50.00
10 1.4203 12.50
20 1.3767 25.00
30 1.4065 6.25
40 1.3580 56.25
50 1.3511 50.00
60 1.2271 62.50
70 1.4461 43.75
80 0.8096 62.50
90 0.7025 62.50
100 0.6176 68.75
110 0.7157 68.75
120 0.5985 62.50
130 0.6095 62.50
140 0.2469 81.25
150 0.1268 100.00
160 0.0272 100.00
170 0.0194 100.00
180 0.0221 100.00
190 0.0161 100.00
200 0.0102 100.00
210 0.0054 100.00
220 0.0026 100.00
230 0.0009 100.00
240 0.0010 100.00
250 0.0008 100.00
260 0.0006 100.00
270 0.0008 100.00
280 0.0038 100.00
290 0.0009 100.00
300 0.0006 100.00
310 0.0025 100.00
320 0.0013 100.00
330 0.0013 100.00
340 0.0009 100.00
350 0.0003 100.00
360 0.0010 100.00
370 0.0008 100.00
380 0.0010 100.00
390 0.0003 100.00
400 0.0005 100.00
410 0.0003 100.00
420 0.0003 100.00
430 0.0011 100.00
440 0.0007 100.00
450 0.0004 100.00
460 0.0009 100.00
470 0.0008 100.00
480 0.0005 100.00
490 0.0003 100.00
500 0.0004 100.00
510 0.0001 100.00
520 0.0001 100.00
530 0.0003 100.00
