batch loss acc
0 1.3747 18.75
10 1.5160 12.50
20 1.3862 18.75
30 1.3740 18.75
40 1.3968 18.75
50 1.3285 37.50
60 1.0674 50.00
70 1.2839 56.25
80 0.5098 87.50
90 0.6540 68.75
100 0.6594 68.75
110 0.4816 75.00
120 0.5782 81.25
130 0.3941 75.00
140 0.2989 93.75
150 0.1557 93.75
160 0.1537 93.75
170 0.0390 100.00
180 0.0078 100.00
190 0.0137 100.00
200 0.0017 100.00
210 0.0028 100.00
220 0.0008 100.00
230 0.0012 100.00
240 0.0016 100.00
250 0.0025 100.00
260 0.0007 100.00
270 0.0004 100.00
280 0.0018 100.00
290 0.0011 100.00
300 0.0007 100.00
310 0.0013 100.00
320 0.0004 100.00
330 0.0003 100.00
340 0.0008 100.00
350 0.0002 100.00
360 0.0005 100.00
370 0.0006 100.00
380 0.0003 100.00
390 0.0006 100.00
400 0.0003 100.00
410 0.0002 100.00
420 0.0002 100.00
430 0.0006 100.00
440 0.0001 100.00
450 0.0003 100.00
460 0.0001 100.00
470 0.0004 100.00
480 0.0002 100.00
490 0.0001 100.00
500 0.0003 100.00
510 0.0003 100.00
520 0.0001 100.00
530 0.0002 100.00
