batch loss acc
0 1.3766 43.75
10 1.3739 31.25
20 1.3890 6.25
30 1.3827 31.25
40 1.3715 43.75
50 1.3416 37.50
60 1.1323 43.75
70 0.9117 62.50
80 0.6565 56.25
90 0.8355 56.25
100 0.6796 62.50
110 0.4534 68.75
120 0.3712 87.50
130 0.1587 100.00
140 0.0422 100.00
150 0.0071 100.00
160 0.0075 100.00
170 0.0047 100.00
180 0.0024 100.00
190 0.0356 100.00
200 0.0049 100.00
210 0.0032 100.00
220 0.0035 100.00
230 0.0008 100.00
240 0.0021 100.00
250 0.0017 100.00
260 0.0016 100.00
270 0.0013 100.00
280 0.0012 100.00
290 0.0007 100.00
300 0.0003 100.00
310 0.0008 100.00
320 0.0003 100.00
330 0.0002 100.00
340 0.0003 100.00
350 0.0009 100.00
360 0.0003 100.00
370 0.0012 100.00
380 0.0003 100.00
390 0.0004 100.00
400 0.0002 100.00
410 0.0005 100.00
420 0.0002 100.00
430 0.0001 100.00
440 0.0006 100.00
450 0.0002 100.00
460 0.0005 100.00
470 0.0000 100.00
480 0.0003 100.00
490 0.0002 100.00
500 0.0005 100.00
510 0.0002 100.00
520 0.0001 100.00
530 0.0002 100.00
