batch loss acc
0 1.3884 18.75
10 1.3871 25.00
20 1.3711 37.50
30 1.3670 50.00
40 1.3326 31.25
50 1.2605 50.00
60 0.9981 37.50
70 0.7450 62.50
80 0.5998 81.25
90 0.7766 68.75
100 0.3554 93.75
110 0.1609 100.00
120 0.1275 100.00
130 0.0568 93.75
140 0.0159 100.00
150 0.0108 100.00
160 0.0196 100.00
170 0.0115 100.00
180 0.0146 100.00
190 0.0082 100.00
200 0.0012 100.00
210 0.0009 100.00
220 0.0024 100.00
230 0.0005 100.00
240 0.0013 100.00
250 0.0007 100.00
260 0.0005 100.00
270 0.0007 100.00
280 0.0008 100.00
290 0.0010 100.00
300 0.0004 100.00
310 0.0014 100.00
320 0.0007 100.00
330 0.0005 100.00
340 0.0003 100.00
350 0.0013 100.00
360 0.0007 100.00
370 0.0002 100.00
380 0.0011 100.00
390 0.0001 100.00
400 0.0003 100.00
410 0.0004 100.00
420 0.0004 100.00
430 0.0005 100.00
440 0.0002 100.00
450 0.0001 100.00
460 0.0003 100.00
470 0.0014 100.00
480 0.0003 100.00
490 0.0002 100.00
500 0.0003 100.00
510 0.0001 100.00
520 0.0003 100.00
530 0.0001 100.00
