batch loss acc
0 0.0000 100.00
10 0.0000 100.00
20 0.0000 100.00
30 0.0000 100.00
40 0.0000 100.00
50 0.0000 100.00
60 0.0000 100.00
70 0.0000 100.00
80 0.0000 100.00
90 0.0000 100.00
100 0.0000 100.00
110 0.0000 100.00
120 0.0000 100.00
130 0.0000 100.00
140 0.0000 100.00
150 0.0000 100.00
160 0.0000 100.00
170 4.3914 50.00
180 2.1200 0.00
190 2.6877 25.00
200 0.6174 75.00
210 3.7097 0.00
220 1.7402 0.00
230 1.0931 50.00
240 0.9132 75.00
250 1.3251 0.00
260 1.2715 50.00
270 1.8726 0.00
280 1.4418 50.00
290 1.6291 0.00
300 1.3519 0.00
310 1.3126 25.00
320 1.5147 25.00
330 1.8500 0.00
340 1.5738 0.00
350 1.4157 25.00
360 1.2377 50.00
370 1.5404 25.00
380 1.4365 25.00
390 1.4607 0.00
400 1.4270 0.00
410 1.2435 50.00
420 1.4570 0.00
430 1.5296 0.00
440 1.4584 0.00
450 1.4434 0.00
460 1.3559 25.00
470 1.4281 50.00
480 1.2622 75.00
490 1.8465 25.00
500 1.4588 25.00
510 1.3839 25.00
520 1.2406 50.00
530 1.1306 50.00
540 1.2678 50.00
550 1.4157 0.00
560 1.4408 25.00
570 1.3987 25.00
580 1.4068 25.00
590 1.2493 50.00
600 1.4693 0.00
610 1.5162 0.00
620 1.6715 0.00
630 1.3153 50.00
640 1.3713 50.00
650 1.3093 50.00
660 1.4415 25.00
670 1.4171 25.00
680 1.4211 0.00
690 1.6418 0.00
700 1.3514 25.00
710 1.3070 50.00
720 1.3645 25.00
730 1.2925 75.00
740 1.1943 75.00
750 1.4609 25.00
760 1.2201 50.00
770 1.3892 50.00
780 1.6543 25.00
790 1.3252 50.00
800 1.1888 50.00
810 0.6156 100.00
820 1.1218 50.00
830 0.9832 50.00
840 0.6940 75.00
850 0.9324 50.00
860 0.5757 75.00
870 0.8363 75.00
880 0.8981 50.00
890 0.3761 100.00
900 1.0084 75.00
910 0.1947 100.00
920 0.0276 100.00
930 0.0118 100.00
940 0.0053 100.00
950 0.0018 100.00
960 0.0002 100.00
970 0.0145 100.00
980 0.0533 100.00
990 0.0431 100.00
1000 0.3584 75.00
1010 0.0209 100.00
1020 0.0217 100.00
1030 0.0604 100.00
1040 0.0173 100.00
1050 0.0215 100.00
1060 0.0014 100.00
1070 0.0844 100.00
1080 0.0053 100.00
1090 0.0016 100.00
1100 0.0028 100.00
1110 0.0001 100.00
1120 0.0002 100.00
1130 0.0032 100.00
1140 0.0003 100.00
1150 0.0017 100.00
1160 0.0005 100.00
1170 0.0007 100.00
1180 0.0028 100.00
1190 0.0010 100.00
1200 0.0013 100.00
1210 0.0018 100.00
1220 0.0025 100.00
1230 0.0000 100.00
1240 0.0005 100.00
1250 0.0009 100.00
1260 0.0010 100.00
1270 0.0001 100.00
1280 0.0003 100.00
1290 0.0002 100.00
1300 0.0003 100.00
1310 0.0013 100.00
1320 0.0002 100.00
1330 0.0014 100.00
1340 0.0002 100.00
1350 0.0001 100.00
1360 0.0002 100.00
1370 0.0012 100.00
1380 0.0000 100.00
1390 0.0001 100.00
1400 0.0008 100.00
1410 0.0000 100.00
1420 0.0005 100.00
1430 0.0006 100.00
1440 0.0001 100.00
1450 0.0002 100.00
1460 0.0001 100.00
1470 0.0005 100.00
1480 0.0001 100.00
1490 0.0007 100.00
1500 0.0006 100.00
1510 0.0010 100.00
1520 0.0001 100.00
1530 0.0002 100.00
1540 0.0000 100.00
1550 0.0001 100.00
1560 0.0000 100.00
1570 0.0001 100.00
1580 0.0002 100.00
1590 0.0000 100.00
1600 0.0002 100.00
1610 0.0000 100.00
1620 0.0000 100.00
1630 0.0000 100.00
1640 0.0001 100.00
1650 0.0001 100.00
1660 0.0001 100.00
1670 0.0000 100.00
1680 0.0000 100.00
1690 0.0001 100.00
1700 0.0000 100.00
1710 0.0000 100.00
1720 0.0000 100.00
1730 0.0000 100.00
1740 0.0000 100.00
1750 0.0000 100.00
1760 0.0000 100.00
1770 0.0000 100.00
1780 0.0000 100.00
1790 0.0000 100.00
1800 0.0000 100.00
1810 0.0000 100.00
1820 0.0000 100.00
1830 0.0000 100.00
1840 0.0000 100.00
1850 0.0000 100.00
1860 0.0000 100.00
1870 0.0000 100.00
1880 0.0000 100.00
1890 0.0000 100.00
1900 0.0000 100.00
1910 0.0000 100.00
1920 0.0000 100.00
1930 0.0000 100.00
1940 0.0000 100.00
1950 0.0000 100.00
1960 0.0000 100.00
1970 0.0000 100.00
1980 0.0000 100.00
1990 0.0000 100.00
2000 0.0000 100.00
2010 0.0000 100.00
2020 0.0000 100.00
2030 0.0000 100.00
2040 0.0000 100.00
2050 0.0000 100.00
2060 0.0000 100.00
2070 0.0000 100.00
2080 0.0000 100.00
2090 0.0000 100.00
2100 0.0000 100.00
2110 0.0000 100.00
2120 0.0000 100.00
2130 0.0000 100.00
2140 0.0000 100.00
2150 0.0000 100.00
