batch loss acc
0 1.3869 18.75
10 1.3660 43.75
20 1.3719 37.50
30 1.3712 43.75
40 1.3547 56.25
50 1.3149 62.50
60 1.2295 37.50
70 1.0524 50.00
80 0.5933 68.75
90 0.7334 68.75
100 0.5476 81.25
110 0.6447 81.25
120 0.6468 62.50
130 0.4734 81.25
140 0.5627 75.00
150 0.2709 93.75
160 0.1694 93.75
170 0.0348 100.00
180 0.0055 100.00
190 0.0201 100.00
200 0.1629 93.75
210 0.0075 100.00
220 0.0172 100.00
230 0.0009 100.00
240 0.0020 100.00
250 0.0014 100.00
260 0.0018 100.00
270 0.0009 100.00
280 0.0006 100.00
290 0.0006 100.00
300 0.0003 100.00
310 0.0012 100.00
320 0.0003 100.00
330 0.0003 100.00
340 0.0007 100.00
350 0.0008 100.00
360 0.0009 100.00
370 0.0003 100.00
380 0.0006 100.00
390 0.0002 100.00
400 0.0005 100.00
410 0.0004 100.00
420 0.0002 100.00
430 0.0002 100.00
440 0.0005 100.00
450 0.0002 100.00
460 0.0002 100.00
470 0.0003 100.00
480 0.0002 100.00
490 0.0002 100.00
500 0.0001 100.00
510 0.0002 100.00
520 0.0001 100.00
530 0.0001 100.00
