batch loss acc
0 1.3912 12.50
10 1.4561 12.50
20 1.3866 25.00
30 1.3753 31.25
40 1.3576 31.25
50 1.3856 18.75
60 1.2243 62.50
70 1.0043 68.75
80 0.9617 50.00
90 0.7306 62.50
100 0.8295 50.00
110 0.5586 81.25
120 0.5686 75.00
130 0.5586 68.75
140 0.5790 68.75
150 0.3877 81.25
160 0.0629 100.00
170 0.0267 100.00
180 0.0446 100.00
190 0.0177 100.00
200 0.0037 100.00
210 0.0012 100.00
220 0.0026 100.00
230 0.0028 100.00
240 0.0004 100.00
250 0.0005 100.00
260 0.0012 100.00
270 0.0011 100.00
280 0.0016 100.00
290 0.0007 100.00
300 0.0011 100.00
310 0.0004 100.00
320 0.0002 100.00
330 0.0003 100.00
340 0.0004 100.00
350 0.0004 100.00
360 0.0004 100.00
370 0.0016 100.00
380 0.0003 100.00
390 0.0009 100.00
400 0.0002 100.00
410 0.0006 100.00
420 0.0002 100.00
430 0.0007 100.00
440 0.0002 100.00
450 0.0003 100.00
460 0.0008 100.00
470 0.0001 100.00
480 0.0003 100.00
490 0.0001 100.00
500 0.0001 100.00
510 0.0005 100.00
520 0.0003 100.00
530 0.0003 100.00
