batch loss acc
0 1.3923 12.50
10 1.4221 25.00
20 1.4099 31.25
30 1.3562 37.50
40 1.3290 62.50
50 1.3255 37.50
60 1.0662 50.00
70 0.7910 68.75
80 0.8139 68.75
90 0.6013 75.00
100 0.5624 68.75
110 0.2945 93.75
120 0.6936 50.00
130 0.3884 81.25
140 0.2442 93.75
150 0.0426 100.00
160 0.0092 100.00
170 0.0210 100.00
180 0.0071 100.00
190 0.0033 100.00
200 0.0027 100.00
210 0.0014 100.00
220 0.0037 100.00
230 0.0010 100.00
240 0.0014 100.00
250 0.0006 100.00
260 0.0010 100.00
270 0.0005 100.00
280 0.0007 100.00
290 0.0006 100.00
300 0.0004 100.00
310 0.0005 100.00
320 0.0011 100.00
330 0.0004 100.00
340 0.0010 100.00
350 0.0007 100.00
360 0.0004 100.00
370 0.0003 100.00
380 0.0003 100.00
390 0.0002 100.00
400 0.0003 100.00
410 0.0003 100.00
420 0.0002 100.00
430 0.0001 100.00
440 0.0003 100.00
450 0.0003 100.00
460 0.0007 100.00
470 0.0004 100.00
480 0.0002 100.00
490 0.0003 100.00
500 0.0003 100.00
510 0.0002 100.00
520 0.0001 100.00
530 0.0005 100.00
