batch loss acc
0 1.3902 25.00
10 1.3026 43.75
20 1.4073 25.00
30 1.3811 25.00
40 1.3881 18.75
50 1.3679 31.25
60 1.3421 25.00
70 1.1972 56.25
80 1.3741 37.50
90 0.9303 50.00
100 0.7729 56.25
110 0.5145 68.75
120 0.6214 75.00
130 0.7233 68.75
140 0.5105 75.00
150 0.3645 93.75
160 0.1383 93.75
170 0.0318 100.00
180 0.0013 100.00
190 0.0028 100.00
200 0.0102 100.00
210 0.0080 100.00
220 0.0003 100.00
230 0.0036 100.00
240 0.0025 100.00
250 0.0028 100.00
260 0.0008 100.00
270 0.0003 100.00
280 0.0011 100.00
290 0.0003 100.00
300 0.0004 100.00
310 0.0007 100.00
320 0.0007 100.00
330 0.0004 100.00
340 0.0002 100.00
350 0.0011 100.00
360 0.0006 100.00
370 0.0001 100.00
380 0.0005 100.00
390 0.0006 100.00
400 0.0005 100.00
410 0.0004 100.00
420 0.0004 100.00
430 0.0003 100.00
440 0.0002 100.00
450 0.0002 100.00
460 0.0002 100.00
470 0.0002 100.00
480 0.0002 100.00
490 0.0002 100.00
500 0.0003 100.00
510 0.0003 100.00
520 0.0001 100.00
530 0.0001 100.00
