batch loss acc
0 1.3916 18.75
10 1.3525 37.50
20 1.3826 25.00
30 1.3568 31.25
40 1.3442 43.75
50 1.2950 43.75
60 0.8752 43.75
70 1.1385 50.00
80 0.8705 68.75
90 0.5014 75.00
100 0.5845 68.75
110 0.5822 62.50
120 0.3072 93.75
130 0.0852 100.00
140 0.0250 100.00
150 0.0095 100.00
160 0.0116 100.00
170 0.0032 100.00
180 0.0202 100.00
190 0.0052 100.00
200 0.0007 100.00
210 0.0030 100.00
220 0.0014 100.00
230 0.0015 100.00
240 0.0019 100.00
250 0.0010 100.00
260 0.0009 100.00
270 0.0012 100.00
280 0.0004 100.00
290 0.0005 100.00
300 0.0008 100.00
310 0.0015 100.00
320 0.0005 100.00
330 0.0009 100.00
340 0.0012 100.00
350 0.0004 100.00
360 0.0005 100.00
370 0.0004 100.00
380 0.0002 100.00
390 0.0004 100.00
400 0.0003 100.00
410 0.0003 100.00
420 0.0002 100.00
430 0.0005 100.00
440 0.0002 100.00
450 0.0002 100.00
460 0.0002 100.00
470 0.0003 100.00
480 0.0003 100.00
490 0.0002 100.00
500 0.0013 100.00
510 0.0002 100.00
520 0.0010 100.00
530 0.0002 100.00
