batch loss acc
0 1.3768 43.75
10 1.3540 43.75
20 1.4068 18.75
30 1.3839 31.25
40 1.3409 50.00
50 1.3343 25.00
60 1.1160 50.00
70 0.8835 31.25
80 0.9069 62.50
90 0.5852 62.50
100 0.4920 75.00
110 0.7170 75.00
120 0.7153 50.00
130 0.6174 68.75
140 0.5105 75.00
150 0.3532 87.50
160 0.1611 93.75
170 0.0239 100.00
180 0.0092 100.00
190 0.0018 100.00
200 0.0037 100.00
210 0.0011 100.00
220 0.0028 100.00
230 0.0018 100.00
240 0.0007 100.00
250 0.0008 100.00
260 0.0004 100.00
270 0.0004 100.00
280 0.0004 100.00
290 0.0006 100.00
300 0.0007 100.00
310 0.0007 100.00
320 0.0003 100.00
330 0.0002 100.00
340 0.0007 100.00
350 0.0002 100.00
360 0.0003 100.00
370 0.0004 100.00
380 0.0003 100.00
390 0.0003 100.00
400 0.0001 100.00
410 0.0003 100.00
420 0.0003 100.00
430 0.0002 100.00
440 0.0002 100.00
450 0.0001 100.00
460 0.0002 100.00
470 0.0002 100.00
480 0.0001 100.00
490 0.0001 100.00
500 0.0003 100.00
510 0.0001 100.00
520 0.0001 100.00
530 0.0001 100.00
