batch loss acc
0 1.3809 50.00
10 1.4586 6.25
20 1.3862 25.00
30 1.3865 25.00
40 1.3939 37.50
50 1.3403 56.25
60 1.3203 43.75
70 1.0928 25.00
80 0.8173 68.75
90 0.6597 75.00
100 0.5747 68.75
110 0.7020 75.00
120 0.5384 81.25
130 0.3650 81.25
140 0.2044 93.75
150 0.0178 100.00
160 0.0117 100.00
170 0.0112 100.00
180 0.0016 100.00
190 0.0063 100.00
200 0.0038 100.00
210 0.0042 100.00
220 0.0016 100.00
230 0.0006 100.00
240 0.0009 100.00
250 0.0005 100.00
260 0.0025 100.00
270 0.0006 100.00
280 0.0025 100.00
290 0.0005 100.00
300 0.0003 100.00
310 0.0012 100.00
320 0.0011 100.00
330 0.0007 100.00
340 0.0003 100.00
350 0.0002 100.00
360 0.0005 100.00
370 0.0005 100.00
380 0.0005 100.00
390 0.0004 100.00
400 0.0005 100.00
410 0.0003 100.00
420 0.0003 100.00
430 0.0001 100.00
440 0.0003 100.00
450 0.0007 100.00
460 0.0002 100.00
470 0.0007 100.00
480 0.0001 100.00
490 0.0002 100.00
500 0.0001 100.00
510 0.0004 100.00
520 0.0003 100.00
530 0.0001 100.00
