batch loss acc
0 0.3882 84.38
10 0.0121 100.00
20 0.0899 96.88
30 0.0230 100.00
40 0.0577 96.88
50 0.0134 100.00
60 0.0445 96.88
70 0.1215 96.88
80 0.0144 100.00
90 0.0009 100.00
100 0.0014 100.00
110 0.0006 100.00
120 0.0007 100.00
130 0.0018 100.00
140 0.0068 100.00
150 0.0019 100.00
160 0.0056 100.00
170 0.0063 100.00
180 0.0022 100.00
190 0.0020 100.00
200 0.1091 96.88
210 0.0920 96.88
220 0.0450 96.88
230 0.0195 100.00
240 0.0042 100.00
250 0.0036 100.00
260 0.0060 100.00
270 0.0007 100.00
280 0.0139 100.00
290 0.0329 96.88
300 0.0041 100.00
310 0.0098 100.00
