batch loss acc
0 0.1381 96.88
10 0.0780 96.88
20 0.0450 100.00
30 0.0719 96.88
40 0.1541 93.75
50 0.0020 100.00
60 0.0151 100.00
70 0.0215 100.00
80 0.0051 100.00
90 0.2848 90.62
100 0.0165 100.00
110 0.1760 90.62
120 0.2315 96.88
130 0.0661 96.88
140 0.0584 96.88
150 0.0310 96.88
160 0.0327 96.88
170 0.0056 100.00
180 0.0039 100.00
190 0.1602 96.88
200 0.0173 100.00
210 0.0117 100.00
220 0.0078 100.00
230 0.0027 100.00
240 0.0049 100.00
250 0.0040 100.00
260 0.0028 100.00
270 0.0048 100.00
280 0.2532 96.88
290 0.0023 100.00
300 0.0363 96.88
310 0.0011 100.00
