batch loss acc
0 0.0067 100.00
10 0.0009 100.00
20 0.0125 100.00
30 0.0145 100.00
40 0.0042 100.00
50 0.0019 100.00
60 0.0330 96.88
70 0.0068 100.00
80 0.0486 96.88
90 0.0251 100.00
100 0.0103 100.00
110 0.0034 100.00
120 0.0197 100.00
130 0.0017 100.00
140 0.0014 100.00
150 0.0017 100.00
160 0.0063 100.00
170 0.0204 100.00
180 0.0013 100.00
190 0.0014 100.00
200 0.0006 100.00
210 0.0006 100.00
220 0.0019 100.00
230 0.1959 96.88
240 0.0075 100.00
250 0.0013 100.00
260 0.0009 100.00
270 0.0006 100.00
280 0.2099 96.88
290 0.0043 100.00
300 0.0025 100.00
310 0.0253 100.00
