batch loss acc
0 0.0825 96.88
10 0.2879 93.75
20 0.0264 100.00
30 0.0280 100.00
40 0.1898 93.75
50 0.0400 96.88
60 0.0352 96.88
70 0.0325 100.00
80 0.0770 96.88
90 0.0396 96.88
100 0.0897 93.75
110 0.1503 93.75
120 0.1781 93.75
130 0.0671 96.88
140 0.1108 93.75
150 0.0489 96.88
160 0.0106 100.00
170 0.0144 100.00
180 0.1904 96.88
190 0.0252 100.00
200 0.0889 96.88
210 0.1767 96.88
220 0.0440 100.00
230 0.0546 100.00
240 0.0142 100.00
250 0.0257 100.00
260 0.0376 96.88
270 0.0197 100.00
280 0.0716 96.88
290 0.0196 100.00
300 0.0347 100.00
310 0.1443 93.75
