batch loss acc
0 0.0057 100.00
10 0.0026 100.00
20 0.1974 93.75
30 0.0182 100.00
40 0.0049 100.00
50 0.0294 96.88
60 0.0323 100.00
70 0.0644 96.88
80 0.1181 96.88
90 0.1529 93.75
100 0.0977 93.75
110 0.0365 100.00
120 0.0427 100.00
130 0.4011 93.75
140 0.0331 100.00
150 0.2382 93.75
160 0.0057 100.00
170 0.0227 100.00
180 0.0577 96.88
190 0.0156 100.00
200 0.0029 100.00
210 0.0025 100.00
220 0.0437 96.88
230 0.1106 96.88
240 0.0098 100.00
250 0.0029 100.00
260 0.0033 100.00
270 0.0045 100.00
280 0.1112 96.88
290 0.0778 96.88
300 0.0402 100.00
310 0.0024 100.00
