batch loss acc
0 0.0131 100.00
10 0.0005 100.00
20 0.0130 100.00
30 0.0012 100.00
40 0.0011 100.00
50 0.0013 100.00
60 0.0004 100.00
70 0.0007 100.00
80 0.0918 93.75
90 0.0939 96.88
100 0.0030 100.00
110 0.0023 100.00
120 0.0010 100.00
130 0.0019 100.00
140 0.0014 100.00
150 0.0029 100.00
160 0.0045 100.00
170 0.0025 100.00
180 0.0229 100.00
190 0.0972 96.88
200 0.0246 100.00
210 0.0033 100.00
220 0.0026 100.00
230 0.1445 96.88
240 0.0516 96.88
250 0.1539 96.88
260 0.0040 100.00
270 0.0030 100.00
280 0.0019 100.00
290 0.0012 100.00
300 0.0015 100.00
310 0.0598 96.88
