batch loss acc
0 0.0074 100.00
10 0.0021 100.00
20 0.0010 100.00
30 0.0688 96.88
40 0.0064 100.00
50 0.0030 100.00
60 0.0072 100.00
70 0.0127 100.00
80 0.0101 100.00
90 0.0043 100.00
100 0.0113 100.00
110 0.0040 100.00
120 0.0084 100.00
130 0.2646 93.75
140 0.1130 96.88
150 0.1246 93.75
160 0.0016 100.00
170 0.0102 100.00
180 0.2279 96.88
190 0.0119 100.00
200 0.0055 100.00
210 0.0101 100.00
220 0.0076 100.00
230 0.0085 100.00
240 0.2104 96.88
250 0.1606 96.88
260 0.0064 100.00
270 0.0046 100.00
280 0.0094 100.00
290 0.0044 100.00
300 0.0027 100.00
310 0.0022 100.00
