batch loss acc
0 0.0205 100.00
10 0.1323 96.88
20 0.0109 100.00
30 0.0030 100.00
40 0.0610 96.88
50 0.0239 100.00
60 0.0108 100.00
70 0.0042 100.00
80 0.0063 100.00
90 0.0059 100.00
100 0.0124 100.00
110 0.0030 100.00
120 0.0144 100.00
130 0.0370 96.88
140 0.0157 100.00
150 0.0124 100.00
160 0.0052 100.00
170 0.0094 100.00
180 0.0048 100.00
190 0.0070 100.00
200 0.0048 100.00
210 0.3668 90.62
220 0.0068 100.00
230 0.0077 100.00
240 0.0056 100.00
250 0.0036 100.00
260 0.0163 100.00
270 0.0059 100.00
280 0.0079 100.00
290 0.0037 100.00
300 0.0295 100.00
310 0.0123 100.00
