batch loss acc
0 0.0021 100.00
10 0.0051 100.00
20 0.0002 100.00
30 0.0004 100.00
40 0.1622 96.88
50 0.0070 100.00
60 0.0010 100.00
70 0.0020 100.00
80 0.1317 96.88
90 0.0013 100.00
100 0.0043 100.00
110 0.0007 100.00
120 0.0007 100.00
130 0.0017 100.00
140 0.0041 100.00
150 0.0094 100.00
160 0.0124 100.00
170 0.0023 100.00
180 0.0026 100.00
190 0.0005 100.00
200 0.0016 100.00
210 0.0006 100.00
220 0.0015 100.00
230 0.0016 100.00
240 0.0061 100.00
250 0.0015 100.00
260 0.0030 100.00
270 0.0019 100.00
280 0.0056 100.00
290 0.0004 100.00
300 0.0050 100.00
310 0.0038 100.00
