batch loss acc
0 0.0004 100.00
10 0.0003 100.00
20 0.0008 100.00
30 0.0019 100.00
40 0.0040 100.00
50 0.0004 100.00
60 0.0013 100.00
70 0.1518 96.88
80 0.0816 96.88
90 0.2127 96.88
100 0.0012 100.00
110 0.0012 100.00
120 0.0012 100.00
130 0.0075 100.00
140 0.0049 100.00
150 0.0008 100.00
160 0.0006 100.00
170 0.0019 100.00
180 0.0008 100.00
190 0.0033 100.00
200 0.0063 100.00
210 0.0262 100.00
220 0.0019 100.00
230 0.0019 100.00
240 0.0020 100.00
250 0.0021 100.00
260 0.0051 100.00
270 0.0899 96.88
280 0.0008 100.00
290 0.0032 100.00
300 0.0010 100.00
310 0.0039 100.00
