batch loss acc
0 0.0007 100.00
10 0.0034 100.00
20 0.0009 100.00
30 0.0041 100.00
40 0.0016 100.00
50 0.0048 100.00
60 0.0019 100.00
70 0.0020 100.00
80 0.0015 100.00
90 0.0129 100.00
100 0.0118 100.00
110 0.0017 100.00
120 0.0032 100.00
130 0.0064 100.00
140 0.0039 100.00
150 0.0034 100.00
160 0.0048 100.00
170 0.0100 100.00
180 0.1306 96.88
190 0.0060 100.00
200 0.0033 100.00
210 0.0023 100.00
220 0.0016 100.00
230 0.0076 100.00
240 0.0419 96.88
250 0.0051 100.00
260 0.0029 100.00
270 0.0035 100.00
280 0.0039 100.00
290 0.0017 100.00
300 0.0027 100.00
310 0.0132 100.00
