batch loss acc
0 1.3875 25.00
10 1.3654 31.25
20 1.3848 31.25
30 1.4001 18.75
40 1.3864 37.50
50 1.3260 56.25
60 1.2179 50.00
70 1.1072 50.00
80 0.8690 68.75
90 0.6154 62.50
100 0.7154 50.00
110 0.3859 87.50
120 0.6618 81.25
130 0.1145 100.00
140 0.0311 100.00
150 0.1005 93.75
160 0.0044 100.00
170 0.0283 100.00
180 0.0018 100.00
190 0.0010 100.00
200 0.0020 100.00
210 0.0012 100.00
220 0.0011 100.00
230 0.0015 100.00
240 0.0011 100.00
250 0.0008 100.00
260 0.0021 100.00
270 0.0003 100.00
280 0.0005 100.00
290 0.0002 100.00
300 0.0004 100.00
310 0.0012 100.00
320 0.0006 100.00
330 0.0006 100.00
340 0.0003 100.00
350 0.0003 100.00
360 0.0002 100.00
370 0.0004 100.00
380 0.0002 100.00
390 0.0004 100.00
400 0.0004 100.00
410 0.0004 100.00
420 0.0002 100.00
430 0.0003 100.00
440 0.0002 100.00
450 0.0002 100.00
460 0.0001 100.00
470 0.0004 100.00
480 0.0001 100.00
490 0.0002 100.00
500 0.0002 100.00
510 0.0001 100.00
520 0.0003 100.00
530 0.0001 100.00
