batch loss acc
0 1.3976 12.50
10 1.3887 25.00
20 1.3774 37.50
30 1.3784 25.00
40 1.3574 43.75
50 1.3338 31.25
60 1.0399 43.75
70 0.9269 50.00
80 0.8671 62.50
90 0.7446 62.50
100 0.6738 68.75
110 0.7290 62.50
120 0.5659 81.25
130 0.1220 93.75
140 0.0162 100.00
150 0.0263 100.00
160 0.0039 100.00
170 0.0075 100.00
180 0.0015 100.00
190 0.0021 100.00
200 0.0009 100.00
210 0.0009 100.00
220 0.0005 100.00
230 0.0005 100.00
240 0.0010 100.00
250 0.0005 100.00
260 0.0007 100.00
270 0.0003 100.00
280 0.0002 100.00
290 0.0010 100.00
300 0.0007 100.00
310 0.0023 100.00
320 0.0003 100.00
330 0.0005 100.00
340 0.0004 100.00
350 0.0004 100.00
360 0.0001 100.00
370 0.0003 100.00
380 0.0009 100.00
390 0.0001 100.00
400 0.0003 100.00
410 0.0002 100.00
420 0.0002 100.00
430 0.0002 100.00
440 0.0001 100.00
450 0.0001 100.00
460 0.0002 100.00
470 0.0002 100.00
480 0.0002 100.00
490 0.0004 100.00
500 0.0002 100.00
510 0.0001 100.00
520 0.0001 100.00
530 0.0001 100.00
