batch loss acc
0 1.3900 18.75
10 1.3978 12.50
20 1.3702 37.50
30 1.3644 31.25
40 1.3747 25.00
50 1.2679 50.00
60 0.8698 68.75
70 0.9316 37.50
80 0.7912 62.50
90 0.4760 75.00
100 0.5357 75.00
110 0.3985 81.25
120 0.3722 87.50
130 0.0515 100.00
140 0.0096 100.00
150 0.0146 100.00
160 0.0034 100.00
170 0.0065 100.00
180 0.0018 100.00
190 0.0023 100.00
200 0.0028 100.00
210 0.0005 100.00
220 0.0011 100.00
230 0.0006 100.00
240 0.0011 100.00
250 0.0052 100.00
260 0.0009 100.00
270 0.0004 100.00
280 0.0008 100.00
290 0.0003 100.00
300 0.0008 100.00
310 0.0004 100.00
320 0.0007 100.00
330 0.0009 100.00
340 0.0004 100.00
350 0.0006 100.00
360 0.0006 100.00
370 0.0005 100.00
380 0.0006 100.00
390 0.0006 100.00
400 0.0002 100.00
410 0.0003 100.00
420 0.0004 100.00
430 0.0003 100.00
440 0.0005 100.00
450 0.0006 100.00
460 0.0003 100.00
470 0.0004 100.00
480 0.0004 100.00
490 0.0002 100.00
500 0.0004 100.00
510 0.0002 100.00
520 0.0004 100.00
530 0.0002 100.00
