batch loss acc
0 1.3887 43.75
10 1.3809 37.50
20 1.3717 25.00
30 1.4222 6.25
40 1.3591 50.00
50 1.3217 56.25
60 1.1622 75.00
70 0.8292 50.00
80 0.6363 68.75
90 0.7483 68.75
100 0.7831 50.00
110 0.3281 87.50
120 0.1007 100.00
130 0.0091 100.00
140 0.0069 100.00
150 0.0058 100.00
160 0.0038 100.00
170 0.0007 100.00
180 0.0023 100.00
190 0.0020 100.00
200 0.0029 100.00
210 0.0006 100.00
220 0.0047 100.00
230 0.0006 100.00
240 0.0020 100.00
250 0.0008 100.00
260 0.0020 100.00
270 0.0003 100.00
280 0.0002 100.00
290 0.0003 100.00
300 0.0007 100.00
310 0.0006 100.00
320 0.0003 100.00
330 0.0003 100.00
340 0.0001 100.00
350 0.0006 100.00
360 0.0005 100.00
370 0.0007 100.00
380 0.0002 100.00
390 0.0001 100.00
400 0.0002 100.00
410 0.0003 100.00
420 0.0001 100.00
430 0.0005 100.00
440 0.0001 100.00
450 0.0004 100.00
460 0.0001 100.00
470 0.0004 100.00
480 0.0002 100.00
490 0.0002 100.00
500 0.0001 100.00
510 0.0001 100.00
520 0.0001 100.00
530 0.0002 100.00
