batch loss acc
0 1.3822 37.50
10 1.3234 50.00
20 1.3951 31.25
30 1.4080 18.75
40 1.3672 50.00
50 1.3760 25.00
60 1.3821 25.00
70 1.2425 18.75
80 0.6577 75.00
90 0.6185 68.75
100 0.6551 68.75
110 0.3506 93.75
120 0.1637 93.75
130 0.0173 100.00
140 0.0164 100.00
150 0.0332 100.00
160 0.0019 100.00
170 0.0077 100.00
180 0.0017 100.00
190 0.0130 100.00
200 0.0007 100.00
210 0.0004 100.00
220 0.0009 100.00
230 0.0008 100.00
240 0.0005 100.00
250 0.0010 100.00
260 0.0002 100.00
270 0.0004 100.00
280 0.0005 100.00
290 0.0004 100.00
300 0.0003 100.00
310 0.0024 100.00
320 0.0003 100.00
330 0.0005 100.00
340 0.0003 100.00
350 0.0011 100.00
360 0.0004 100.00
370 0.0002 100.00
380 0.0003 100.00
390 0.0002 100.00
400 0.0005 100.00
410 0.0004 100.00
420 0.0002 100.00
430 0.0002 100.00
440 0.0002 100.00
450 0.0001 100.00
460 0.0001 100.00
470 0.0002 100.00
480 0.0003 100.00
490 0.0001 100.00
500 0.0002 100.00
510 0.0002 100.00
520 0.0001 100.00
530 0.0002 100.00
