batch loss acc
0 1.3977 12.50
10 1.3388 43.75
20 1.3626 37.50
30 1.3908 25.00
40 1.3584 31.25
50 1.4130 12.50
60 1.3164 50.00
70 1.0624 56.25
80 0.6782 68.75
90 0.3996 81.25
100 0.3219 81.25
110 0.0928 100.00
120 0.0710 93.75
130 0.0058 100.00
140 0.0068 100.00
150 0.0028 100.00
160 0.0010 100.00
170 0.0018 100.00
180 0.0012 100.00
190 0.0005 100.00
200 0.0008 100.00
210 0.0004 100.00
220 0.0003 100.00
230 0.0006 100.00
240 0.0005 100.00
250 0.0004 100.00
260 0.0004 100.00
270 0.0004 100.00
280 0.0006 100.00
290 0.0004 100.00
300 0.0004 100.00
310 0.0003 100.00
320 0.0004 100.00
330 0.0006 100.00
340 0.0004 100.00
350 0.0003 100.00
360 0.0002 100.00
370 0.0004 100.00
380 0.0002 100.00
390 0.0005 100.00
400 0.0001 100.00
410 0.0001 100.00
420 0.0001 100.00
430 0.0004 100.00
440 0.0002 100.00
450 0.0002 100.00
460 0.0002 100.00
470 0.0001 100.00
480 0.0004 100.00
490 0.0001 100.00
500 0.0001 100.00
510 0.0003 100.00
520 0.0001 100.00
530 0.0001 100.00
