batch loss acc
0 1.3917 25.00
10 1.4074 18.75
20 1.3882 37.50
30 1.4169 12.50
40 1.3751 12.50
50 1.3741 37.50
60 1.3131 43.75
70 1.1228 43.75
80 0.9146 68.75
90 0.8108 68.75
100 1.2316 37.50
110 0.8388 68.75
120 0.7240 68.75
130 0.6052 75.00
140 0.6380 68.75
150 0.6880 75.00
160 0.3213 93.75
170 0.1932 93.75
180 0.0134 100.00
190 0.0278 100.00
200 0.0024 100.00
210 0.0032 100.00
220 0.0058 100.00
230 0.0023 100.00
240 0.0014 100.00
250 0.0008 100.00
260 0.0006 100.00
270 0.0019 100.00
280 0.0010 100.00
290 0.0005 100.00
300 0.0004 100.00
310 0.0019 100.00
320 0.0006 100.00
330 0.0006 100.00
340 0.0004 100.00
350 0.0005 100.00
360 0.0005 100.00
370 0.0009 100.00
380 0.0002 100.00
390 0.0002 100.00
400 0.0002 100.00
410 0.0003 100.00
420 0.0007 100.00
430 0.0005 100.00
440 0.0006 100.00
450 0.0002 100.00
460 0.0001 100.00
470 0.0004 100.00
480 0.0001 100.00
490 0.0003 100.00
500 0.0001 100.00
510 0.0001 100.00
520 0.0004 100.00
530 0.0001 100.00
