batch loss acc
0 1.3903 12.50
10 1.4045 18.75
20 1.3765 31.25
30 1.4077 12.50
40 1.3890 12.50
50 1.3477 50.00
60 1.1840 56.25
70 1.1457 50.00
80 1.1325 37.50
90 0.7804 75.00
100 0.7603 68.75
110 0.4662 75.00
120 0.7239 50.00
130 0.6524 62.50
140 0.2219 100.00
150 0.1333 100.00
160 0.0622 100.00
170 0.0076 100.00
180 0.0143 100.00
190 0.0034 100.00
200 0.0022 100.00
210 0.0006 100.00
220 0.0013 100.00
230 0.0004 100.00
240 0.0013 100.00
250 0.0006 100.00
260 0.0003 100.00
270 0.0013 100.00
280 0.0015 100.00
290 0.0007 100.00
300 0.0003 100.00
310 0.0005 100.00
320 0.0005 100.00
330 0.0006 100.00
340 0.0004 100.00
350 0.0003 100.00
360 0.0003 100.00
370 0.0007 100.00
380 0.0002 100.00
390 0.0003 100.00
400 0.0004 100.00
410 0.0001 100.00
420 0.0003 100.00
430 0.0003 100.00
440 0.0002 100.00
450 0.0003 100.00
460 0.0001 100.00
470 0.0005 100.00
480 0.0001 100.00
490 0.0002 100.00
500 0.0001 100.00
510 0.0002 100.00
520 0.0001 100.00
530 0.0002 100.00
