batch loss acc
0 1.3995 12.50
10 1.4064 6.25
20 1.3859 18.75
30 1.3665 31.25
40 1.3722 31.25
50 1.3556 50.00
60 1.2722 43.75
70 1.0248 56.25
80 0.8133 68.75
90 0.9212 37.50
100 0.5886 62.50
110 0.6344 75.00
120 0.6520 62.50
130 0.2953 87.50
140 0.5638 68.75
150 0.4157 75.00
160 0.4153 81.25
170 0.1286 100.00
180 0.0881 93.75
190 0.0229 100.00
200 0.0091 100.00
210 0.0042 100.00
220 0.0130 100.00
230 0.0008 100.00
240 0.0009 100.00
250 0.0007 100.00
260 0.0008 100.00
270 0.0017 100.00
280 0.0021 100.00
290 0.0004 100.00
300 0.0010 100.00
310 0.0003 100.00
320 0.0004 100.00
330 0.0004 100.00
340 0.0003 100.00
350 0.0007 100.00
360 0.0006 100.00
370 0.0003 100.00
380 0.0006 100.00
390 0.0003 100.00
400 0.0003 100.00
410 0.0004 100.00
420 0.0002 100.00
430 0.0003 100.00
440 0.0002 100.00
450 0.0002 100.00
460 0.0002 100.00
470 0.0003 100.00
480 0.0002 100.00
490 0.0005 100.00
500 0.0003 100.00
510 0.0002 100.00
520 0.0002 100.00
530 0.0001 100.00
