batch loss acc
0 1.3895 25.00
10 1.4093 6.25
20 1.4439 12.50
30 1.3763 37.50
40 1.3845 25.00
50 1.3793 12.50
60 1.2961 43.75
70 1.0407 50.00
80 0.7970 75.00
90 0.6441 81.25
100 0.6491 68.75
110 0.8354 56.25
120 0.8755 43.75
130 0.6021 68.75
140 0.4139 93.75
150 0.0220 100.00
160 0.0190 100.00
170 0.0213 100.00
180 0.0019 100.00
190 0.0020 100.00
200 0.0018 100.00
210 0.0006 100.00
220 0.0007 100.00
230 0.0004 100.00
240 0.0008 100.00
250 0.0003 100.00
260 0.0007 100.00
270 0.0006 100.00
280 0.0004 100.00
290 0.0003 100.00
300 0.0003 100.00
310 0.0005 100.00
320 0.0003 100.00
330 0.0003 100.00
340 0.0002 100.00
350 0.0003 100.00
360 0.0004 100.00
370 0.0002 100.00
380 0.0005 100.00
390 0.0002 100.00
400 0.0004 100.00
410 0.0003 100.00
420 0.0003 100.00
430 0.0002 100.00
440 0.0001 100.00
450 0.0002 100.00
460 0.0003 100.00
470 0.0001 100.00
480 0.0002 100.00
490 0.0002 100.00
500 0.0001 100.00
510 0.0001 100.00
520 0.0002 100.00
530 0.0001 100.00
