batch loss acc
0 1.3860 18.75
10 1.3797 50.00
20 1.3654 50.00
30 1.3352 43.75
40 1.2918 68.75
50 1.1268 68.75
60 0.9012 50.00
70 0.7361 75.00
80 0.9462 50.00
90 0.6681 62.50
100 0.3930 81.25
110 0.5220 68.75
120 0.3409 87.50
130 0.6745 68.75
140 0.4317 87.50
150 0.2899 87.50
160 0.0723 100.00
170 0.0398 100.00
180 0.0465 100.00
190 0.0045 100.00
200 0.0042 100.00
210 0.0029 100.00
220 0.0014 100.00
230 0.0013 100.00
240 0.0006 100.00
250 0.0007 100.00
260 0.0008 100.00
270 0.0012 100.00
280 0.0008 100.00
290 0.0009 100.00
300 0.0006 100.00
310 0.0005 100.00
320 0.0002 100.00
330 0.0009 100.00
340 0.0004 100.00
350 0.0010 100.00
360 0.0012 100.00
370 0.0006 100.00
380 0.0013 100.00
390 0.0002 100.00
400 0.0005 100.00
410 0.0006 100.00
420 0.0004 100.00
430 0.0002 100.00
440 0.0003 100.00
450 0.0002 100.00
460 0.0002 100.00
470 0.0002 100.00
480 0.0005 100.00
490 0.0005 100.00
500 0.0002 100.00
510 0.0002 100.00
520 0.0006 100.00
530 0.0002 100.00
