batch loss acc
0 1.3955 18.75
10 1.3702 43.75
20 1.3915 18.75
30 1.4109 12.50
40 1.3312 43.75
50 1.3638 25.00
60 1.2959 31.25
70 1.1845 56.25
80 0.7711 75.00
90 0.6391 62.50
100 0.7451 50.00
110 0.8320 43.75
120 0.5021 75.00
130 0.5541 68.75
140 0.3085 87.50
150 0.2879 93.75
160 0.0383 100.00
170 0.0824 93.75
180 0.0062 100.00
190 0.0084 100.00
200 0.0042 100.00
210 0.0017 100.00
220 0.0034 100.00
230 0.0014 100.00
240 0.0007 100.00
250 0.0012 100.00
260 0.0015 100.00
270 0.0010 100.00
280 0.0018 100.00
290 0.0005 100.00
300 0.0009 100.00
310 0.0009 100.00
320 0.0005 100.00
330 0.0004 100.00
340 0.0004 100.00
350 0.0003 100.00
360 0.0003 100.00
370 0.0005 100.00
380 0.0004 100.00
390 0.0002 100.00
400 0.0007 100.00
410 0.0003 100.00
420 0.0007 100.00
430 0.0002 100.00
440 0.0004 100.00
450 0.0001 100.00
460 0.0001 100.00
470 0.0001 100.00
480 0.0001 100.00
490 0.0001 100.00
500 0.0001 100.00
510 0.0001 100.00
520 0.0003 100.00
530 0.0003 100.00
