batch loss acc
0 1.3799 37.50
10 1.4295 18.75
20 1.3958 31.25
30 1.3892 18.75
40 1.3803 12.50
50 1.3400 31.25
60 0.9831 56.25
70 1.2624 43.75
80 0.9158 56.25
90 0.7138 56.25
100 0.6170 68.75
110 0.6413 62.50
120 0.5964 75.00
130 0.5466 68.75
140 0.2869 93.75
150 0.1405 100.00
160 0.0585 93.75
170 0.0105 100.00
180 0.0051 100.00
190 0.0028 100.00
200 0.0025 100.00
210 0.0014 100.00
220 0.0008 100.00
230 0.0011 100.00
240 0.0009 100.00
250 0.0005 100.00
260 0.0012 100.00
270 0.0006 100.00
280 0.0008 100.00
290 0.0004 100.00
300 0.0005 100.00
310 0.0003 100.00
320 0.0004 100.00
330 0.0003 100.00
340 0.0003 100.00
350 0.0004 100.00
360 0.0004 100.00
370 0.0003 100.00
380 0.0005 100.00
390 0.0002 100.00
400 0.0002 100.00
410 0.0006 100.00
420 0.0002 100.00
430 0.0005 100.00
440 0.0002 100.00
450 0.0005 100.00
460 0.0002 100.00
470 0.0001 100.00
480 0.0004 100.00
490 0.0002 100.00
500 0.0001 100.00
510 0.0002 100.00
520 0.0002 100.00
530 0.0001 100.00
