batch loss acc
0 1.3944 18.75
10 1.4564 12.50
20 1.4047 25.00
30 1.3866 18.75
40 1.3884 37.50
50 1.3553 43.75
60 1.2772 62.50
70 1.2516 25.00
80 0.8431 43.75
90 0.8088 56.25
100 0.6050 68.75
110 0.5094 81.25
120 0.6744 62.50
130 0.6336 68.75
140 0.2785 93.75
150 0.1242 100.00
160 0.0153 100.00
170 0.0058 100.00
180 0.0043 100.00
190 0.0015 100.00
200 0.0024 100.00
210 0.0025 100.00
220 0.0019 100.00
230 0.0019 100.00
240 0.0009 100.00
250 0.0006 100.00
260 0.0019 100.00
270 0.0005 100.00
280 0.0006 100.00
290 0.0007 100.00
300 0.0007 100.00
310 0.0010 100.00
320 0.0008 100.00
330 0.0005 100.00
340 0.0009 100.00
350 0.0003 100.00
360 0.0005 100.00
370 0.0005 100.00
380 0.0007 100.00
390 0.0002 100.00
400 0.0005 100.00
410 0.0003 100.00
420 0.0004 100.00
430 0.0006 100.00
440 0.0003 100.00
450 0.0004 100.00
460 0.0001 100.00
470 0.0003 100.00
480 0.0008 100.00
490 0.0001 100.00
500 0.0003 100.00
510 0.0002 100.00
520 0.0002 100.00
530 0.0002 100.00
