batch loss acc
0 1.3839 25.00
10 1.3690 25.00
20 1.3767 31.25
30 1.3751 37.50
40 1.3446 37.50
50 1.2986 31.25
60 1.1671 56.25
70 0.7877 43.75
80 0.8028 62.50
90 0.5086 81.25
100 0.5317 81.25
110 0.3112 81.25
120 0.0522 100.00
130 0.0179 100.00
140 0.0399 100.00
150 0.0132 100.00
160 0.0160 100.00
170 0.0008 100.00
180 0.0009 100.00
190 0.0035 100.00
200 0.0175 100.00
210 0.0028 100.00
220 0.0004 100.00
230 0.0007 100.00
240 0.0002 100.00
250 0.0006 100.00
260 0.0004 100.00
270 0.0006 100.00
280 0.0004 100.00
290 0.0009 100.00
300 0.0016 100.00
310 0.0004 100.00
320 0.0024 100.00
330 0.0003 100.00
340 0.0009 100.00
350 0.0003 100.00
360 0.0002 100.00
370 0.0007 100.00
380 0.0007 100.00
390 0.0002 100.00
400 0.0005 100.00
410 0.0003 100.00
420 0.0004 100.00
430 0.0001 100.00
440 0.0002 100.00
450 0.0002 100.00
460 0.0002 100.00
470 0.0006 100.00
480 0.0016 100.00
490 0.0001 100.00
500 0.0001 100.00
510 0.0002 100.00
520 0.0004 100.00
530 0.0001 100.00
