batch loss acc
0 1.3747 37.50
10 1.3764 18.75
20 1.3832 25.00
30 1.4088 12.50
40 1.3525 56.25
50 1.2738 50.00
60 0.8181 43.75
70 0.8682 43.75
80 0.7729 68.75
90 0.6562 62.50
100 0.5971 68.75
110 0.4641 68.75
120 0.4586 81.25
130 0.5383 62.50
140 0.2427 100.00
150 0.1673 100.00
160 0.0610 100.00
170 0.0271 100.00
180 0.1095 93.75
190 0.0093 100.00
200 0.0086 100.00
210 0.0101 100.00
220 0.0013 100.00
230 0.0038 100.00
240 0.0019 100.00
250 0.0003 100.00
260 0.0013 100.00
270 0.0006 100.00
280 0.0008 100.00
290 0.0005 100.00
300 0.0005 100.00
310 0.0010 100.00
320 0.0008 100.00
330 0.0006 100.00
340 0.0004 100.00
350 0.0005 100.00
360 0.0005 100.00
370 0.0003 100.00
380 0.0002 100.00
390 0.0005 100.00
400 0.0006 100.00
410 0.0002 100.00
420 0.0004 100.00
430 0.0004 100.00
440 0.0002 100.00
450 0.0002 100.00
460 0.0003 100.00
470 0.0002 100.00
480 0.0005 100.00
490 0.0003 100.00
500 0.0003 100.00
510 0.0002 100.00
520 0.0002 100.00
530 0.0002 100.00
